id_instr,description,instr_type_01,instr_type_02,instr_type_03,issuer,cpn,cpn_freq,maturity,isin,cusip,bloom_ticker,currency,id_curve
CA135087A792,CAN 1.250 2/1/2016,BOND,GOVT,NOTE,CAN,1.25,NA,2/1/16,CA135087A792,'135087A7',CA135087A792 Govt,CAD,GOVT_CAD_CAN
CA135087YB43,CAN 4.000 6/1/2016,BOND,GOVT,NOTE,CAN,4,NA,6/1/16,CA135087YB43,'135087YB',CA135087YB43 Govt,CAD,GOVT_CAD_CAN
CA135087ZL16,CAN 2.000 6/1/2016,BOND,GOVT,NOTE,CAN,2,NA,6/1/16,CA135087ZL16,'135087ZL',CA135087ZL16 Govt,CAD,GOVT_CAD_CAN
CA135087B527,CAN 1.000 11/1/2015,BOND,GOVT,NOTE,CAN,1,NA,11/1/15,CA135087B527,'135087B5',CA135087B527 Govt,CAD,GOVT_CAD_CAN
CA135087B295,CAN 1.000 8/1/2016,BOND,GOVT,NOTE,CAN,1,NA,8/1/16,CA135087B295,'135087B2',CA135087B295 Govt,CAD,GOVT_CAD_CAN
CA135087ZQ03,CAN 2.750 9/1/2016,BOND,GOVT,NOTE,CAN,2.75,NA,9/1/16,CA135087ZQ03,'135087ZQ',CA135087ZQ03 Govt,CAD,GOVT_CAD_CAN
US912810DP04,T 11.250 2/15/2015,BOND,GOVT,NOTE,USA,11.25,NA,2/15/15,US912810DP04,'912810DP',US912810DP04 Govt,USD,GOVT_USD_USA
US912810DS43,T 10.625 8/15/2015,BOND,GOVT,NOTE,USA,10.625,NA,8/15/15,US912810DS43,'912810DS',US912810DS43 Govt,USD,GOVT_USD_USA
US912810DT26,T 9.875 11/15/2015,BOND,GOVT,NOTE,USA,9.875,NA,11/15/15,US912810DT26,'912810DT',US912810DT26 Govt,USD,GOVT_USD_USA
US912810DV71,T 9.250 2/15/2016,BOND,GOVT,NOTE,USA,9.25,NA,2/15/16,US912810DV71,'912810DV',US912810DV71 Govt,USD,GOVT_USD_USA
US912810DW54,T 7.250 5/15/2016,BOND,GOVT,NOTE,USA,7.25,NA,5/15/16,US912810DW54,'912810DW',US912810DW54 Govt,USD,GOVT_USD_USA
US912810DX38,T 7.500 11/15/2016,BOND,GOVT,NOTE,USA,7.5,NA,11/15/16,US912810DX38,'912810DX',US912810DX38 Govt,USD,GOVT_USD_USA
US912810DY11,T 8.750 5/15/2017,BOND,GOVT,NOTE,USA,8.75,NA,5/15/17,US912810DY11,'912810DY',US912810DY11 Govt,USD,GOVT_USD_USA
US912810DZ85,T 8.875 8/15/2017,BOND,GOVT,NOTE,USA,8.875,NA,8/15/17,US912810DZ85,'912810DZ',US912810DZ85 Govt,USD,GOVT_USD_USA
US912828CA69,T 4.000 2/15/2014,BOND,GOVT,NOTE,USA,4,NA,2/15/14,US912828CA69,'912828CA',US912828CA69 Govt,USD,GOVT_USD_USA
US912828CJ78,T 4.750 5/15/2014,BOND,GOVT,NOTE,USA,4.75,NA,5/15/14,US912828CJ78,'912828CJ',US912828CJ78 Govt,USD,GOVT_USD_USA
US912828CT50,T 4.250 8/15/2014,BOND,GOVT,NOTE,USA,4.25,NA,8/15/14,US912828CT50,'912828CT',US912828CT50 Govt,USD,GOVT_USD_USA
US912828DC17,T 4.250 11/15/2014,BOND,GOVT,NOTE,USA,4.25,NA,11/15/14,US912828DC17,'912828DC',US912828DC17 Govt,USD,GOVT_USD_USA
US912828DM98,T 4.000 2/15/2015,BOND,GOVT,NOTE,USA,4,NA,2/15/15,US912828DM98,'912828DM',US912828DM98 Govt,USD,GOVT_USD_USA
US912828DV97,T 4.125 5/15/2015,BOND,GOVT,NOTE,USA,4.125,NA,5/15/15,US912828DV97,'912828DV',US912828DV97 Govt,USD,GOVT_USD_USA
US912828EE63,T 4.250 8/15/2015,BOND,GOVT,NOTE,USA,4.25,NA,8/15/15,US912828EE63,'912828EE',US912828EE63 Govt,USD,GOVT_USD_USA
US912828EN62,T 4.500 11/15/2015,BOND,GOVT,NOTE,USA,4.5,NA,11/15/15,US912828EN62,'912828EN',US912828EN62 Govt,USD,GOVT_USD_USA
US912828EW61,T 4.500 2/15/2016,BOND,GOVT,NOTE,USA,4.5,NA,2/15/16,US912828EW61,'912828EW',US912828EW61 Govt,USD,GOVT_USD_USA
US912828FF20,T 5.125 5/15/2016,BOND,GOVT,NOTE,USA,5.125,NA,5/15/16,US912828FF20,'912828FF',US912828FF20 Govt,USD,GOVT_USD_USA
US912828FQ84,T 4.875 8/15/2016,BOND,GOVT,NOTE,USA,4.875,NA,8/15/16,US912828FQ84,'912828FQ',US912828FQ84 Govt,USD,GOVT_USD_USA
US912828FY19,T 4.625 11/15/2016,BOND,GOVT,NOTE,USA,4.625,NA,11/15/16,US912828FY19,'912828FY',US912828FY19 Govt,USD,GOVT_USD_USA
US912828GH76,T 4.625 2/15/2017,BOND,GOVT,NOTE,USA,4.625,NA,2/15/17,US912828GH76,'912828GH',US912828GH76 Govt,USD,GOVT_USD_USA
US912828GS32,T 4.500 5/15/2017,BOND,GOVT,NOTE,USA,4.5,NA,5/15/17,US912828GS32,'912828GS',US912828GS32 Govt,USD,GOVT_USD_USA
US912828HA15,T 4.750 8/15/2017,BOND,GOVT,NOTE,USA,4.75,NA,8/15/17,US912828HA15,'912828HA',US912828HA15 Govt,USD,GOVT_USD_USA
US912828HH67,T 4.250 11/15/2017,BOND,GOVT,NOTE,USA,4.25,NA,11/15/17,US912828HH67,'912828HH',US912828HH67 Govt,USD,GOVT_USD_USA
US912828JZ48,T 1.750 1/31/2014,BOND,GOVT,NOTE,USA,1.75,NA,1/31/14,US912828JZ48,'912828JZ',US912828JZ48 Govt,USD,GOVT_USD_USA
US912828KF64,T 1.875 2/28/2014,BOND,GOVT,NOTE,USA,1.875,NA,2/28/14,US912828KF64,'912828KF',US912828KF64 Govt,USD,GOVT_USD_USA
US912828KJ86,T 1.750 3/31/2014,BOND,GOVT,NOTE,USA,1.75,NA,3/31/14,US912828KJ86,'912828KJ',US912828KJ86 Govt,USD,GOVT_USD_USA
US912828KN98,T 1.875 4/30/2014,BOND,GOVT,NOTE,USA,1.875,NA,4/30/14,US912828KN98,'912828KN',US912828KN98 Govt,USD,GOVT_USD_USA
US912828KR03,T 2.625 4/30/2016,BOND,GOVT,NOTE,USA,2.625,NA,4/30/16,US912828KR03,'912828KR',US912828KR03 Govt,USD,GOVT_USD_USA
US912828KS85,T 2.625 2/29/2016,BOND,GOVT,NOTE,USA,2.625,NA,2/29/16,US912828KS85,'912828KS',US912828KS85 Govt,USD,GOVT_USD_USA
US912828KT68,T 2.375 3/31/2016,BOND,GOVT,NOTE,USA,2.375,NA,3/31/16,US912828KT68,'912828KT',US912828KT68 Govt,USD,GOVT_USD_USA
US912828KV15,T 2.250 5/31/2014,BOND,GOVT,NOTE,USA,2.25,NA,5/31/14,US912828KV15,'912828KV',US912828KV15 Govt,USD,GOVT_USD_USA
US912828KW97,T 3.250 5/31/2016,BOND,GOVT,NOTE,USA,3.25,NA,5/31/16,US912828KW97,'912828KW',US912828KW97 Govt,USD,GOVT_USD_USA
US912828KY53,T 2.625 6/30/2014,BOND,GOVT,NOTE,USA,2.625,NA,6/30/14,US912828KY53,'912828KY',US912828KY53 Govt,USD,GOVT_USD_USA
US912828KZ29,T 3.250 6/30/2016,BOND,GOVT,NOTE,USA,3.25,NA,6/30/16,US912828KZ29,'912828KZ',US912828KZ29 Govt,USD,GOVT_USD_USA
US912828LC25,T 2.625 7/31/2014,BOND,GOVT,NOTE,USA,2.625,NA,7/31/14,US912828LC25,'912828LC',US912828LC25 Govt,USD,GOVT_USD_USA
US912828LD08,T 3.250 7/31/2016,BOND,GOVT,NOTE,USA,3.25,NA,7/31/16,US912828LD08,'912828LD',US912828LD08 Govt,USD,GOVT_USD_USA
US912828LK41,T 2.375 8/31/2014,BOND,GOVT,NOTE,USA,2.375,NA,8/31/14,US912828LK41,'912828LK',US912828LK41 Govt,USD,GOVT_USD_USA
US912828LL24,T 3.000 8/31/2016,BOND,GOVT,NOTE,USA,3,NA,8/31/16,US912828LL24,'912828LL',US912828LL24 Govt,USD,GOVT_USD_USA
US912828LP38,T 3.000 9/30/2016,BOND,GOVT,NOTE,USA,3,NA,9/30/16,US912828LP38,'912828LP',US912828LP38 Govt,USD,GOVT_USD_USA
US912828LQ11,T 2.375 9/30/2014,BOND,GOVT,NOTE,USA,2.375,NA,9/30/14,US912828LQ11,'912828LQ',US912828LQ11 Govt,USD,GOVT_USD_USA
US912828LS76,T 2.375 10/31/2014,BOND,GOVT,NOTE,USA,2.375,NA,10/31/14,US912828LS76,'912828LS',US912828LS76 Govt,USD,GOVT_USD_USA
US912828LU23,T 3.125 10/31/2016,BOND,GOVT,NOTE,USA,3.125,NA,10/31/16,US912828LU23,'912828LU',US912828LU23 Govt,USD,GOVT_USD_USA
US912828LZ10,T 2.125 11/30/2014,BOND,GOVT,NOTE,USA,2.125,NA,11/30/14,US912828LZ10,'912828LZ',US912828LZ10 Govt,USD,GOVT_USD_USA
US912828MA59,T 2.750 11/30/2016,BOND,GOVT,NOTE,USA,2.75,NA,11/30/16,US912828MA59,'912828MA',US912828MA59 Govt,USD,GOVT_USD_USA
US912828MD98,T 3.250 12/31/2016,BOND,GOVT,NOTE,USA,3.25,NA,12/31/16,US912828MD98,'912828MD',US912828MD98 Govt,USD,GOVT_USD_USA
US912828ME71,T 2.625 12/31/2014,BOND,GOVT,NOTE,USA,2.625,NA,12/31/14,US912828ME71,'912828ME',US912828ME71 Govt,USD,GOVT_USD_USA
US912828MH03,T 2.250 1/31/2015,BOND,GOVT,NOTE,USA,2.25,NA,1/31/15,US912828MH03,'912828MH',US912828MH03 Govt,USD,GOVT_USD_USA
US912828MK32,T 3.125 1/31/2017,BOND,GOVT,NOTE,USA,3.125,NA,1/31/17,US912828MK32,'912828MK',US912828MK32 Govt,USD,GOVT_USD_USA
US912828MR84,T 2.375 2/28/2015,BOND,GOVT,NOTE,USA,2.375,NA,2/28/15,US912828MR84,'912828MR',US912828MR84 Govt,USD,GOVT_USD_USA
US912828MS67,T 3.000 2/28/2017,BOND,GOVT,NOTE,USA,3,NA,2/28/17,US912828MS67,'912828MS',US912828MS67 Govt,USD,GOVT_USD_USA
US912828MV96,T 3.250 3/31/2017,BOND,GOVT,NOTE,USA,3.25,NA,3/31/17,US912828MV96,'912828MV',US912828MV96 Govt,USD,GOVT_USD_USA
US912828MW79,T 2.500 3/31/2015,BOND,GOVT,NOTE,USA,2.5,NA,3/31/15,US912828MW79,'912828MW',US912828MW79 Govt,USD,GOVT_USD_USA
US912828MZ01,T 2.500 4/30/2015,BOND,GOVT,NOTE,USA,2.5,NA,4/30/15,US912828MZ01,'912828MZ',US912828MZ01 Govt,USD,GOVT_USD_USA
US912828NA41,T 3.125 4/30/2017,BOND,GOVT,NOTE,USA,3.125,NA,4/30/17,US912828NA41,'912828NA',US912828NA41 Govt,USD,GOVT_USD_USA
US912828NF38,T 2.125 5/31/2015,BOND,GOVT,NOTE,USA,2.125,NA,5/31/15,US912828NF38,'912828NF',US912828NF38 Govt,USD,GOVT_USD_USA
US912828NG11,T 2.750 5/31/2017,BOND,GOVT,NOTE,USA,2.75,NA,5/31/17,US912828NG11,'912828NG',US912828NG11 Govt,USD,GOVT_USD_USA
US912828NK23,T 2.500 6/30/2017,BOND,GOVT,NOTE,USA,2.5,NA,6/30/17,US912828NK23,'912828NK',US912828NK23 Govt,USD,GOVT_USD_USA
US912828NL06,T 1.875 6/30/2015,BOND,GOVT,NOTE,USA,1.875,NA,6/30/15,US912828NL06,'912828NL',US912828NL06 Govt,USD,GOVT_USD_USA
US912828NP10,T 1.750 7/31/2015,BOND,GOVT,NOTE,USA,1.75,NA,7/31/15,US912828NP10,'912828NP',US912828NP10 Govt,USD,GOVT_USD_USA
US912828NR75,T 2.375 7/31/2017,BOND,GOVT,NOTE,USA,2.375,NA,7/31/17,US912828NR75,'912828NR',US912828NR75 Govt,USD,GOVT_USD_USA
US912828NV87,T 1.250 8/31/2015,BOND,GOVT,NOTE,USA,1.25,NA,8/31/15,US912828NV87,'912828NV',US912828NV87 Govt,USD,GOVT_USD_USA
US912828NW60,T 1.875 8/31/2017,BOND,GOVT,NOTE,USA,1.875,NA,8/31/17,US912828NW60,'912828NW',US912828NW60 Govt,USD,GOVT_USD_USA
US912828NZ91,T 1.250 9/30/2015,BOND,GOVT,NOTE,USA,1.25,NA,9/30/15,US912828NZ91,'912828NZ',US912828NZ91 Govt,USD,GOVT_USD_USA
US912828PA23,T 1.875 9/30/2017,BOND,GOVT,NOTE,USA,1.875,NA,9/30/17,US912828PA23,'912828PA',US912828PA23 Govt,USD,GOVT_USD_USA
US912828PE45,T 1.250 10/31/2015,BOND,GOVT,NOTE,USA,1.25,NA,10/31/15,US912828PE45,'912828PE',US912828PE45 Govt,USD,GOVT_USD_USA
US912828PF10,T 1.875 10/31/2017,BOND,GOVT,NOTE,USA,1.875,NA,10/31/17,US912828PF10,'912828PF',US912828PF10 Govt,USD,GOVT_USD_USA
US912828PJ32,T 1.375 11/30/2015,BOND,GOVT,NOTE,USA,1.375,NA,11/30/15,US912828PJ32,'912828PJ',US912828PJ32 Govt,USD,GOVT_USD_USA
US912828PK05,T 2.250 11/30/2017,BOND,GOVT,NOTE,USA,2.25,NA,11/30/17,US912828PK05,'912828PK',US912828PK05 Govt,USD,GOVT_USD_USA
US912828PM60,T 2.125 12/31/2015,BOND,GOVT,NOTE,USA,2.125,NA,12/31/15,US912828PM60,'912828PM',US912828PM60 Govt,USD,GOVT_USD_USA
US912828PS31,T 2.000 1/31/2016,BOND,GOVT,NOTE,USA,2,NA,1/31/16,US912828PS31,'912828PS',US912828PS31 Govt,USD,GOVT_USD_USA
US912828PZ73,T 1.250 3/15/2014,BOND,GOVT,NOTE,USA,1.25,NA,3/15/14,US912828PZ73,'912828PZ',US912828PZ73 Govt,USD,GOVT_USD_USA
US912828QA14,T 2.250 3/31/2016,BOND,GOVT,NOTE,USA,2.25,NA,3/31/16,US912828QA14,'912828QA',US912828QA14 Govt,USD,GOVT_USD_USA
US912828QC79,T 1.250 4/15/2014,BOND,GOVT,NOTE,USA,1.25,NA,4/15/14,US912828QC79,'912828QC',US912828QC79 Govt,USD,GOVT_USD_USA
US912828QF01,T 2.000 4/30/2016,BOND,GOVT,NOTE,USA,2,NA,4/30/16,US912828QF01,'912828QF',US912828QF01 Govt,USD,GOVT_USD_USA
US912828QH66,T 1.250 2/15/2014,BOND,GOVT,NOTE,USA,1.25,NA,2/15/14,US912828QH66,'912828QH',US912828QH66 Govt,USD,GOVT_USD_USA
US912828QJ23,T 2.125 2/29/2016,BOND,GOVT,NOTE,USA,2.125,NA,2/29/16,US912828QJ23,'912828QJ',US912828QJ23 Govt,USD,GOVT_USD_USA
US912828QM51,T 1.000 5/15/2014,BOND,GOVT,NOTE,USA,1,NA,5/15/14,US912828QM51,'912828QM',US912828QM51 Govt,USD,GOVT_USD_USA
US912828QP82,T 1.750 5/31/2016,BOND,GOVT,NOTE,USA,1.75,NA,5/31/16,US912828QP82,'912828QP',US912828QP82 Govt,USD,GOVT_USD_USA
US912828QR49,T 1.500 6/30/2016,BOND,GOVT,NOTE,USA,1.5,NA,6/30/16,US912828QR49,'912828QR',US912828QR49 Govt,USD,GOVT_USD_USA
US912828QU77,T 0.625 7/15/2014,BOND,GOVT,NOTE,USA,0.625,NA,7/15/14,US912828QU77,'912828QU',US912828QU77 Govt,USD,GOVT_USD_USA
US912828QX17,T 1.500 7/31/2016,BOND,GOVT,NOTE,USA,1.5,NA,7/31/16,US912828QX17,'912828QX',US912828QX17 Govt,USD,GOVT_USD_USA
US912828RB87,T 0.500 8/15/2014,BOND,GOVT,NOTE,USA,0.5,NA,8/15/14,US912828RB87,'912828RB',US912828RB87 Govt,USD,GOVT_USD_USA
US912828RF91,T 1.000 8/31/2016,BOND,GOVT,NOTE,USA,1,NA,8/31/16,US912828RF91,'912828RF',US912828RF91 Govt,USD,GOVT_USD_USA
US912828RJ14,T 1.000 9/30/2016,BOND,GOVT,NOTE,USA,1,NA,9/30/16,US912828RJ14,'912828RJ',US912828RJ14 Govt,USD,GOVT_USD_USA
US912828RL69,T 0.500 10/15/2014,BOND,GOVT,NOTE,USA,0.5,NA,10/15/14,US912828RL69,'912828RL',US912828RL69 Govt,USD,GOVT_USD_USA
US912828RM43,T 1.000 10/31/2016,BOND,GOVT,NOTE,USA,1,NA,10/31/16,US912828RM43,'912828RM',US912828RM43 Govt,USD,GOVT_USD_USA
US912828RQ56,T 0.375 11/15/2014,BOND,GOVT,NOTE,USA,0.375,NA,11/15/14,US912828RQ56,'912828RQ',US912828RQ56 Govt,USD,GOVT_USD_USA
US912828RU68,T 0.875 11/30/2016,BOND,GOVT,NOTE,USA,0.875,NA,11/30/16,US912828RU68,'912828RU',US912828RU68 Govt,USD,GOVT_USD_USA
US912828RX08,T 0.875 12/31/2016,BOND,GOVT,NOTE,USA,0.875,NA,12/31/16,US912828RX08,'912828RX',US912828RX08 Govt,USD,GOVT_USD_USA
US912828RZ55,T 0.250 1/15/2015,BOND,GOVT,NOTE,USA,0.25,NA,1/15/15,US912828RZ55,'912828RZ',US912828RZ55 Govt,USD,GOVT_USD_USA
US912828SC51,T 0.875 1/31/2017,BOND,GOVT,NOTE,USA,0.875,NA,1/31/17,US912828SC51,'912828SC',US912828SC51 Govt,USD,GOVT_USD_USA
US912828SE18,T 0.250 2/15/2015,BOND,GOVT,NOTE,USA,0.25,NA,2/15/15,US912828SE18,'912828SE',US912828SE18 Govt,USD,GOVT_USD_USA
US912828SG65,T 0.250 2/28/2014,BOND,GOVT,NOTE,USA,0.25,NA,2/28/14,US912828SG65,'912828SG',US912828SG65 Govt,USD,GOVT_USD_USA
US912828SJ05,T 0.875 2/28/2017,BOND,GOVT,NOTE,USA,0.875,NA,2/28/17,US912828SJ05,'912828SJ',US912828SJ05 Govt,USD,GOVT_USD_USA
US912828SK77,T 0.375 3/15/2015,BOND,GOVT,NOTE,USA,0.375,NA,3/15/15,US912828SK77,'912828SK',US912828SK77 Govt,USD,GOVT_USD_USA
US912828SL50,T 0.250 3/31/2014,BOND,GOVT,NOTE,USA,0.25,NA,3/31/14,US912828SL50,'912828SL',US912828SL50 Govt,USD,GOVT_USD_USA
US912828SM34,T 1.000 3/31/2017,BOND,GOVT,NOTE,USA,1,NA,3/31/17,US912828SM34,'912828SM',US912828SM34 Govt,USD,GOVT_USD_USA
US912828SP64,T 0.375 4/15/2015,BOND,GOVT,NOTE,USA,0.375,NA,4/15/15,US912828SP64,'912828SP',US912828SP64 Govt,USD,GOVT_USD_USA
US912828SS04,T 0.875 4/30/2017,BOND,GOVT,NOTE,USA,0.875,NA,4/30/17,US912828SS04,'912828SS',US912828SS04 Govt,USD,GOVT_USD_USA
US912828SU59,T 0.250 5/15/2015,BOND,GOVT,NOTE,USA,0.25,NA,5/15/15,US912828SU59,'912828SU',US912828SU59 Govt,USD,GOVT_USD_USA
US912828SW16,T 0.250 5/31/2014,BOND,GOVT,NOTE,USA,0.25,NA,5/31/14,US912828SW16,'912828SW',US912828SW16 Govt,USD,GOVT_USD_USA
US912828SY71,T 0.625 5/31/2017,BOND,GOVT,NOTE,USA,0.625,NA,5/31/17,US912828SY71,'912828SY',US912828SY71 Govt,USD,GOVT_USD_USA
US912828SZ47,T 0.375 6/15/2015,BOND,GOVT,NOTE,USA,0.375,NA,6/15/15,US912828SZ47,'912828SZ',US912828SZ47 Govt,USD,GOVT_USD_USA
US912828TA86,T 0.250 6/30/2014,BOND,GOVT,NOTE,USA,0.25,NA,6/30/14,US912828TA86,'912828TA',US912828TA86 Govt,USD,GOVT_USD_USA
US912828TB69,T 0.750 6/30/2017,BOND,GOVT,NOTE,USA,0.75,NA,6/30/17,US912828TB69,'912828TB',US912828TB69 Govt,USD,GOVT_USD_USA
US912828TD26,T 0.250 7/15/2015,BOND,GOVT,NOTE,USA,0.25,NA,7/15/15,US912828TD26,'912828TD',US912828TD26 Govt,USD,GOVT_USD_USA
US912828TF73,T 0.125 7/31/2014,BOND,GOVT,NOTE,USA,0.125,NA,7/31/14,US912828TF73,'912828TF',US912828TF73 Govt,USD,GOVT_USD_USA
US912828TG56,T 0.500 7/31/2017,BOND,GOVT,NOTE,USA,0.5,NA,7/31/17,US912828TG56,'912828TG',US912828TG56 Govt,USD,GOVT_USD_USA
US912828TK68,T 0.250 8/15/2015,BOND,GOVT,NOTE,USA,0.25,NA,8/15/15,US912828TK68,'912828TK',US912828TK68 Govt,USD,GOVT_USD_USA
US912828TL42,T 0.250 8/31/2014,BOND,GOVT,NOTE,USA,0.25,NA,8/31/14,US912828TL42,'912828TL',US912828TL42 Govt,USD,GOVT_USD_USA
US912828TM25,T 0.625 8/31/2017,BOND,GOVT,NOTE,USA,0.625,NA,8/31/17,US912828TM25,'912828TM',US912828TM25 Govt,USD,GOVT_USD_USA
US912828TP55,T 0.250 9/15/2015,BOND,GOVT,NOTE,USA,0.25,NA,9/15/15,US912828TP55,'912828TP',US912828TP55 Govt,USD,GOVT_USD_USA
US912828TQ39,T 0.250 9/30/2014,BOND,GOVT,NOTE,USA,0.25,NA,9/30/14,US912828TQ39,'912828TQ',US912828TQ39 Govt,USD,GOVT_USD_USA
US912828TS94,T 0.625 9/30/2017,BOND,GOVT,NOTE,USA,0.625,NA,9/30/17,US912828TS94,'912828TS',US912828TS94 Govt,USD,GOVT_USD_USA
US912828TT77,T 0.250 10/15/2015,BOND,GOVT,NOTE,USA,0.25,NA,10/15/15,US912828TT77,'912828TT',US912828TT77 Govt,USD,GOVT_USD_USA
US912828TU41,T 0.250 10/31/2014,BOND,GOVT,NOTE,USA,0.25,NA,10/31/14,US912828TU41,'912828TU',US912828TU41 Govt,USD,GOVT_USD_USA
US912828TW07,T 0.750 10/31/2017,BOND,GOVT,NOTE,USA,0.75,NA,10/31/17,US912828TW07,'912828TW',US912828TW07 Govt,USD,GOVT_USD_USA
US912828TX89,T 0.375 11/15/2015,BOND,GOVT,NOTE,USA,0.375,NA,11/15/15,US912828TX89,'912828TX',US912828TX89 Govt,USD,GOVT_USD_USA
US912828TZ38,T 0.250 11/30/2014,BOND,GOVT,NOTE,USA,0.25,NA,11/30/14,US912828TZ38,'912828TZ',US912828TZ38 Govt,USD,GOVT_USD_USA
US912828UA67,T 0.625 11/30/2017,BOND,GOVT,NOTE,USA,0.625,NA,11/30/17,US912828UA67,'912828UA',US912828UA67 Govt,USD,GOVT_USD_USA
US912828UC24,T 0.250 12/15/2015,BOND,GOVT,NOTE,USA,0.25,NA,12/15/15,US912828UC24,'912828UC',US912828UC24 Govt,USD,GOVT_USD_USA
US912828UD07,T 0.125 12/31/2014,BOND,GOVT,NOTE,USA,0.125,NA,12/31/14,US912828UD07,'912828UD',US912828UD07 Govt,USD,GOVT_USD_USA
US912828UG38,T 0.375 1/15/2016,BOND,GOVT,NOTE,USA,0.375,NA,1/15/16,US912828UG38,'912828UG',US912828UG38 Govt,USD,GOVT_USD_USA
US912828UK40,T 0.250 1/31/2015,BOND,GOVT,NOTE,USA,0.25,NA,1/31/15,US912828UK40,'912828UK',US912828UK40 Govt,USD,GOVT_USD_USA
US912828UJ76,T 0.875 1/31/2018,BOND,GOVT,NOTE,USA,0.875,NA,1/31/18,US912828UJ76,'912828UJ',US912828UJ76 Govt,USD,GOVT_USD_USA
US912828UM06,T 0.375 2/15/2016,BOND,GOVT,NOTE,USA,0.375,NA,2/15/16,US912828UM06,'912828UM',US912828UM06 Govt,USD,GOVT_USD_USA
US912828UP37,T 0.250 2/28/2015,BOND,GOVT,NOTE,USA,0.25,NA,2/28/15,US912828UP37,'912828UP',US912828UP37 Govt,USD,GOVT_USD_USA
US912828UR92,T 0.750 2/28/2018,BOND,GOVT,NOTE,USA,0.75,NA,2/28/18,US912828UR92,'912828UR',US912828UR92 Govt,USD,GOVT_USD_USA
US912828US75,T 0.375 3/15/2016,BOND,GOVT,NOTE,USA,0.375,NA,3/15/16,US912828US75,'912828US',US912828US75 Govt,USD,GOVT_USD_USA
US912828UT58,T 0.250 3/31/2015,BOND,GOVT,NOTE,USA,0.25,NA,3/31/15,US912828UT58,'912828UT',US912828UT58 Govt,USD,GOVT_USD_USA
US912828UU22,T 0.750 3/31/2018,BOND,GOVT,NOTE,USA,0.75,NA,3/31/18,US912828UU22,'912828UU',US912828UU22 Govt,USD,GOVT_USD_USA
US912828UW87,T 0.250 4/15/2016,BOND,GOVT,NOTE,USA,0.25,NA,4/15/16,US912828UW87,'912828UW',US912828UW87 Govt,USD,GOVT_USD_USA
US912828UY44,T 0.125 4/30/2015,BOND,GOVT,NOTE,USA,0.125,NA,4/30/15,US912828UY44,'912828UY',US912828UY44 Govt,USD,GOVT_USD_USA
US912828VC15,T 0.250 5/15/2016,BOND,GOVT,NOTE,USA,0.25,NA,5/15/16,US912828VC15,'912828VC',US912828VC15 Govt,USD,GOVT_USD_USA
US912828VD97,T 0.250 5/31/2015,BOND,GOVT,NOTE,USA,0.25,NA,5/31/15,US912828VD97,'912828VD',US912828VD97 Govt,USD,GOVT_USD_USA
US912828VE70,T 1.000 5/31/2018,BOND,GOVT,NOTE,USA,1,NA,5/31/18,US912828VE70,'912828VE',US912828VE70 Govt,USD,GOVT_USD_USA
US912828VG29,T 0.500 6/15/2016,BOND,GOVT,NOTE,USA,0.5,NA,6/15/16,US912828VG29,'912828VG',US912828VG29 Govt,USD,GOVT_USD_USA
US912828VH02,T 0.375 6/30/2015,BOND,GOVT,NOTE,USA,0.375,NA,6/30/15,US912828VH02,'912828VH',US912828VH02 Govt,USD,GOVT_USD_USA
US912828VK31,T 1.375 6/30/2018,BOND,GOVT,NOTE,USA,1.375,NA,6/30/18,US912828VK31,'912828VK',US912828VK31 Govt,USD,GOVT_USD_USA
US912828VL14,T 0.625 7/15/2016,BOND,GOVT,NOTE,USA,0.625,NA,7/15/16,US912828VL14,'912828VL',US912828VL14 Govt,USD,GOVT_USD_USA
US912828VN79,T 0.250 7/31/2015,BOND,GOVT,NOTE,USA,0.25,NA,7/31/15,US912828VN79,'912828VN',US912828VN79 Govt,USD,GOVT_USD_USA
US912828VR83,T 0.625 8/15/2016,BOND,GOVT,NOTE,USA,0.625,NA,8/15/16,US912828VR83,'912828VR',US912828VR83 Govt,USD,GOVT_USD_USA
US912828VU13,T 0.375 8/31/2015,BOND,GOVT,NOTE,USA,0.375,NA,8/31/15,US912828VU13,'912828VU',US912828VU13 Govt,USD,GOVT_USD_USA
US912828VW78,T 0.875 9/15/2016,BOND,GOVT,NOTE,USA,0.875,NA,9/15/16,US912828VW78,'912828VW',US912828VW78 Govt,USD,GOVT_USD_USA
US912828VY35,T 0.250 9/30/2015,BOND,GOVT,NOTE,USA,0.25,NA,9/30/15,US912828VY35,'912828VY',US912828VY35 Govt,USD,GOVT_USD_USA
US912828WA40,T 0.625 10/15/2016,BOND,GOVT,NOTE,USA,0.625,NA,10/15/16,US912828WA40,'912828WA',US912828WA40 Govt,USD,GOVT_USD_USA
US912828WB23,T 0.250 10/31/2015,BOND,GOVT,NOTE,USA,0.25,NA,10/31/15,US912828WB23,'912828WB',US912828WB23 Govt,USD,GOVT_USD_USA
US912828WD88,T 1.250 10/31/2018,BOND,GOVT,NOTE,USA,1.25,NA,10/31/18,US912828WD88,'912828WD',US912828WD88 Govt,USD,GOVT_USD_USA
US912828WF37,T 0.625 11/15/2016,BOND,GOVT,NOTE,USA,0.625,NA,11/15/16,US912828WF37,'912828WF',US912828WF37 Govt,USD,GOVT_USD_USA
US912828JW17,T 1.500 12/31/2013,BOND,GOVT,NOTE,USA,1.5,NA,12/31/13,US912828JW17,'912828JW',US912828JW17 Govt,USD,GOVT_USD_USA
